task,task_label,actor,actor_label,dimension,n_pairs,mean_left_minus_right,pct_left_better,pct_right_better,pct_tie_or_not_applicable
essay,Essay writing,deepseek-v3.2-or,DeepSeek V3.2,argument_depth,17,-0.29411764705882354,0.35294117647058826,0.6470588235294118,0.0
essay,Essay writing,glm-5.1-or,GLM-5.1,argument_depth,17,0.29411764705882354,0.6470588235294118,0.35294117647058826,0.0
essay,Essay writing,gpt-5.4-mini-or,GPT-5.4 mini,argument_depth,17,-0.4117647058823529,0.23529411764705882,0.6470588235294118,0.11764705882352941
essay,Essay writing,kimi-k2.5-or,Kimi K2.5,argument_depth,18,-0.1111111111111111,0.4444444444444444,0.5555555555555556,0.0
essay,Essay writing,mimo-v25-pro-or,MiMo V2.5 Pro,argument_depth,17,-0.058823529411764705,0.47058823529411764,0.5294117647058824,0.0
essay,Essay writing,qwen3.5-9b-or,Qwen3.5 9B,argument_depth,17,-0.058823529411764705,0.47058823529411764,0.5294117647058824,0.0
essay,Essay writing,qwen3.6-plus-or,Qwen3.6 Plus,argument_depth,17,-0.17647058823529413,0.4117647058823529,0.5882352941176471,0.0
essay,Essay writing,deepseek-v3.2-or,DeepSeek V3.2,concrete_example_quality,17,0.0,0.47058823529411764,0.47058823529411764,0.058823529411764705
essay,Essay writing,glm-5.1-or,GLM-5.1,concrete_example_quality,17,0.29411764705882354,0.6470588235294118,0.35294117647058826,0.0
essay,Essay writing,gpt-5.4-mini-or,GPT-5.4 mini,concrete_example_quality,17,-0.17647058823529413,0.29411764705882354,0.47058823529411764,0.23529411764705882
essay,Essay writing,kimi-k2.5-or,Kimi K2.5,concrete_example_quality,18,-0.1111111111111111,0.4444444444444444,0.5555555555555556,0.0
essay,Essay writing,mimo-v25-pro-or,MiMo V2.5 Pro,concrete_example_quality,17,-0.17647058823529413,0.4117647058823529,0.5882352941176471,0.0
essay,Essay writing,qwen3.5-9b-or,Qwen3.5 9B,concrete_example_quality,17,-0.11764705882352941,0.4117647058823529,0.5294117647058824,0.058823529411764705
essay,Essay writing,qwen3.6-plus-or,Qwen3.6 Plus,concrete_example_quality,17,-0.23529411764705882,0.29411764705882354,0.5294117647058824,0.17647058823529413
essay,Essay writing,deepseek-v3.2-or,DeepSeek V3.2,counterargument_qualification,17,-0.29411764705882354,0.11764705882352941,0.4117647058823529,0.47058823529411764
essay,Essay writing,glm-5.1-or,GLM-5.1,counterargument_qualification,17,-0.058823529411764705,0.11764705882352941,0.17647058823529413,0.7058823529411765
essay,Essay writing,gpt-5.4-mini-or,GPT-5.4 mini,counterargument_qualification,17,-0.35294117647058826,0.11764705882352941,0.47058823529411764,0.4117647058823529
essay,Essay writing,kimi-k2.5-or,Kimi K2.5,counterargument_qualification,18,-0.2222222222222222,0.3333333333333333,0.5555555555555556,0.1111111111111111
essay,Essay writing,mimo-v25-pro-or,MiMo V2.5 Pro,counterargument_qualification,17,0.058823529411764705,0.4117647058823529,0.35294117647058826,0.23529411764705882
essay,Essay writing,qwen3.5-9b-or,Qwen3.5 9B,counterargument_qualification,17,0.0,0.17647058823529413,0.17647058823529413,0.6470588235294118
essay,Essay writing,qwen3.6-plus-or,Qwen3.6 Plus,counterargument_qualification,17,-0.17647058823529413,0.23529411764705882,0.4117647058823529,0.35294117647058826
essay,Essay writing,deepseek-v3.2-or,DeepSeek V3.2,plausibility_overreach,17,0.0,0.0,0.0,1.0
essay,Essay writing,glm-5.1-or,GLM-5.1,plausibility_overreach,17,0.0,0.0,0.0,1.0
essay,Essay writing,gpt-5.4-mini-or,GPT-5.4 mini,plausibility_overreach,17,-0.058823529411764705,0.0,0.058823529411764705,0.9411764705882353
essay,Essay writing,kimi-k2.5-or,Kimi K2.5,plausibility_overreach,18,0.0,0.0,0.0,1.0
essay,Essay writing,mimo-v25-pro-or,MiMo V2.5 Pro,plausibility_overreach,17,0.0,0.0,0.0,1.0
essay,Essay writing,qwen3.5-9b-or,Qwen3.5 9B,plausibility_overreach,17,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.8235294117647058
essay,Essay writing,qwen3.6-plus-or,Qwen3.6 Plus,plausibility_overreach,17,0.0,0.0,0.0,1.0
essay,Essay writing,deepseek-v3.2-or,DeepSeek V3.2,rhetorical_coherence_closure,17,-0.11764705882352941,0.4117647058823529,0.5294117647058824,0.058823529411764705
essay,Essay writing,glm-5.1-or,GLM-5.1,rhetorical_coherence_closure,17,0.0,0.4117647058823529,0.4117647058823529,0.17647058823529413
essay,Essay writing,gpt-5.4-mini-or,GPT-5.4 mini,rhetorical_coherence_closure,17,-0.11764705882352941,0.29411764705882354,0.4117647058823529,0.29411764705882354
essay,Essay writing,kimi-k2.5-or,Kimi K2.5,rhetorical_coherence_closure,18,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
essay,Essay writing,mimo-v25-pro-or,MiMo V2.5 Pro,rhetorical_coherence_closure,17,0.0,0.47058823529411764,0.47058823529411764,0.058823529411764705
essay,Essay writing,qwen3.5-9b-or,Qwen3.5 9B,rhetorical_coherence_closure,17,0.11764705882352941,0.5294117647058824,0.4117647058823529,0.058823529411764705
essay,Essay writing,qwen3.6-plus-or,Qwen3.6 Plus,rhetorical_coherence_closure,17,-0.4117647058823529,0.11764705882352941,0.5294117647058824,0.35294117647058826
essay,Essay writing,deepseek-v3.2-or,DeepSeek V3.2,thesis_stakes_framing,17,-0.11764705882352941,0.4117647058823529,0.5294117647058824,0.058823529411764705
essay,Essay writing,glm-5.1-or,GLM-5.1,thesis_stakes_framing,17,-0.058823529411764705,0.4117647058823529,0.47058823529411764,0.11764705882352941
essay,Essay writing,gpt-5.4-mini-or,GPT-5.4 mini,thesis_stakes_framing,17,-0.35294117647058826,0.17647058823529413,0.5294117647058824,0.29411764705882354
essay,Essay writing,kimi-k2.5-or,Kimi K2.5,thesis_stakes_framing,18,-0.16666666666666666,0.3888888888888889,0.5555555555555556,0.05555555555555555
essay,Essay writing,mimo-v25-pro-or,MiMo V2.5 Pro,thesis_stakes_framing,17,0.0,0.47058823529411764,0.47058823529411764,0.058823529411764705
essay,Essay writing,qwen3.5-9b-or,Qwen3.5 9B,thesis_stakes_framing,17,0.058823529411764705,0.5294117647058824,0.47058823529411764,0.0
essay,Essay writing,qwen3.6-plus-or,Qwen3.6 Plus,thesis_stakes_framing,17,-0.35294117647058826,0.17647058823529413,0.5294117647058824,0.29411764705882354
grant_proposal_abstract,Grant abstract,deepseek-v3.2-or,DeepSeek V3.2,evaluation_rigor,17,-0.058823529411764705,0.47058823529411764,0.5294117647058824,0.0
grant_proposal_abstract,Grant abstract,glm-5.1-or,GLM-5.1,evaluation_rigor,17,-0.17647058823529413,0.4117647058823529,0.5882352941176471,0.0
grant_proposal_abstract,Grant abstract,gpt-5.4-mini-or,GPT-5.4 mini,evaluation_rigor,18,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.0
grant_proposal_abstract,Grant abstract,kimi-k2.5-or,Kimi K2.5,evaluation_rigor,17,0.4117647058823529,0.7058823529411765,0.29411764705882354,0.0
grant_proposal_abstract,Grant abstract,mimo-v25-pro-or,MiMo V2.5 Pro,evaluation_rigor,17,-0.29411764705882354,0.35294117647058826,0.6470588235294118,0.0
grant_proposal_abstract,Grant abstract,qwen3.5-9b-or,Qwen3.5 9B,evaluation_rigor,17,-0.17647058823529413,0.4117647058823529,0.5882352941176471,0.0
grant_proposal_abstract,Grant abstract,qwen3.6-plus-or,Qwen3.6 Plus,evaluation_rigor,17,0.4117647058823529,0.7058823529411765,0.29411764705882354,0.0
grant_proposal_abstract,Grant abstract,deepseek-v3.2-or,DeepSeek V3.2,feasibility_implementation_readiness,17,0.058823529411764705,0.5294117647058824,0.47058823529411764,0.0
grant_proposal_abstract,Grant abstract,glm-5.1-or,GLM-5.1,feasibility_implementation_readiness,17,0.35294117647058826,0.5882352941176471,0.23529411764705882,0.17647058823529413
grant_proposal_abstract,Grant abstract,gpt-5.4-mini-or,GPT-5.4 mini,feasibility_implementation_readiness,18,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666
grant_proposal_abstract,Grant abstract,kimi-k2.5-or,Kimi K2.5,feasibility_implementation_readiness,17,0.29411764705882354,0.6470588235294118,0.35294117647058826,0.0
grant_proposal_abstract,Grant abstract,mimo-v25-pro-or,MiMo V2.5 Pro,feasibility_implementation_readiness,17,-0.11764705882352941,0.35294117647058826,0.47058823529411764,0.17647058823529413
grant_proposal_abstract,Grant abstract,qwen3.5-9b-or,Qwen3.5 9B,feasibility_implementation_readiness,17,-0.11764705882352941,0.4117647058823529,0.5294117647058824,0.058823529411764705
grant_proposal_abstract,Grant abstract,qwen3.6-plus-or,Qwen3.6 Plus,feasibility_implementation_readiness,17,0.0,0.4117647058823529,0.4117647058823529,0.17647058823529413
grant_proposal_abstract,Grant abstract,deepseek-v3.2-or,DeepSeek V3.2,intervention_specificity,17,0.058823529411764705,0.5294117647058824,0.47058823529411764,0.0
grant_proposal_abstract,Grant abstract,glm-5.1-or,GLM-5.1,intervention_specificity,17,-0.058823529411764705,0.47058823529411764,0.5294117647058824,0.0
grant_proposal_abstract,Grant abstract,gpt-5.4-mini-or,GPT-5.4 mini,intervention_specificity,18,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.0
grant_proposal_abstract,Grant abstract,kimi-k2.5-or,Kimi K2.5,intervention_specificity,17,0.4117647058823529,0.7058823529411765,0.29411764705882354,0.0
grant_proposal_abstract,Grant abstract,mimo-v25-pro-or,MiMo V2.5 Pro,intervention_specificity,17,-0.4117647058823529,0.29411764705882354,0.7058823529411765,0.0
grant_proposal_abstract,Grant abstract,qwen3.5-9b-or,Qwen3.5 9B,intervention_specificity,17,-0.17647058823529413,0.4117647058823529,0.5882352941176471,0.0
grant_proposal_abstract,Grant abstract,qwen3.6-plus-or,Qwen3.6 Plus,intervention_specificity,17,-0.058823529411764705,0.47058823529411764,0.5294117647058824,0.0
grant_proposal_abstract,Grant abstract,deepseek-v3.2-or,DeepSeek V3.2,measurable_impact,17,0.35294117647058826,0.6470588235294118,0.29411764705882354,0.058823529411764705
grant_proposal_abstract,Grant abstract,glm-5.1-or,GLM-5.1,measurable_impact,17,-0.058823529411764705,0.4117647058823529,0.47058823529411764,0.11764705882352941
grant_proposal_abstract,Grant abstract,gpt-5.4-mini-or,GPT-5.4 mini,measurable_impact,18,0.1111111111111111,0.5,0.3888888888888889,0.1111111111111111
grant_proposal_abstract,Grant abstract,kimi-k2.5-or,Kimi K2.5,measurable_impact,17,0.4117647058823529,0.7058823529411765,0.29411764705882354,0.0
grant_proposal_abstract,Grant abstract,mimo-v25-pro-or,MiMo V2.5 Pro,measurable_impact,17,-0.058823529411764705,0.47058823529411764,0.5294117647058824,0.0
grant_proposal_abstract,Grant abstract,qwen3.5-9b-or,Qwen3.5 9B,measurable_impact,17,-0.058823529411764705,0.4117647058823529,0.47058823529411764,0.11764705882352941
grant_proposal_abstract,Grant abstract,qwen3.6-plus-or,Qwen3.6 Plus,measurable_impact,17,-0.35294117647058826,0.17647058823529413,0.5294117647058824,0.29411764705882354
grant_proposal_abstract,Grant abstract,deepseek-v3.2-or,DeepSeek V3.2,problem_significance,17,0.11764705882352941,0.35294117647058826,0.23529411764705882,0.4117647058823529
grant_proposal_abstract,Grant abstract,glm-5.1-or,GLM-5.1,problem_significance,17,-0.058823529411764705,0.29411764705882354,0.35294117647058826,0.35294117647058826
grant_proposal_abstract,Grant abstract,gpt-5.4-mini-or,GPT-5.4 mini,problem_significance,18,0.1111111111111111,0.3888888888888889,0.2777777777777778,0.3333333333333333
grant_proposal_abstract,Grant abstract,kimi-k2.5-or,Kimi K2.5,problem_significance,17,0.29411764705882354,0.6470588235294118,0.35294117647058826,0.0
grant_proposal_abstract,Grant abstract,mimo-v25-pro-or,MiMo V2.5 Pro,problem_significance,17,-0.11764705882352941,0.35294117647058826,0.47058823529411764,0.17647058823529413
grant_proposal_abstract,Grant abstract,qwen3.5-9b-or,Qwen3.5 9B,problem_significance,17,-0.17647058823529413,0.35294117647058826,0.5294117647058824,0.11764705882352941
grant_proposal_abstract,Grant abstract,qwen3.6-plus-or,Qwen3.6 Plus,problem_significance,17,-0.11764705882352941,0.23529411764705882,0.35294117647058826,0.4117647058823529
grant_proposal_abstract,Grant abstract,deepseek-v3.2-or,DeepSeek V3.2,risk_mitigation,17,-0.058823529411764705,0.47058823529411764,0.5294117647058824,0.0
grant_proposal_abstract,Grant abstract,glm-5.1-or,GLM-5.1,risk_mitigation,17,-0.11764705882352941,0.4117647058823529,0.5294117647058824,0.058823529411764705
grant_proposal_abstract,Grant abstract,gpt-5.4-mini-or,GPT-5.4 mini,risk_mitigation,18,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.0
grant_proposal_abstract,Grant abstract,kimi-k2.5-or,Kimi K2.5,risk_mitigation,17,0.17647058823529413,0.5882352941176471,0.4117647058823529,0.0
grant_proposal_abstract,Grant abstract,mimo-v25-pro-or,MiMo V2.5 Pro,risk_mitigation,17,-0.058823529411764705,0.47058823529411764,0.5294117647058824,0.0
grant_proposal_abstract,Grant abstract,qwen3.5-9b-or,Qwen3.5 9B,risk_mitigation,17,-0.29411764705882354,0.35294117647058826,0.6470588235294118,0.0
grant_proposal_abstract,Grant abstract,qwen3.6-plus-or,Qwen3.6 Plus,risk_mitigation,17,0.29411764705882354,0.5882352941176471,0.29411764705882354,0.11764705882352941
grant_proposal_abstract,Grant abstract,deepseek-v3.2-or,DeepSeek V3.2,stakeholder_context_fit,17,0.29411764705882354,0.47058823529411764,0.17647058823529413,0.35294117647058826
grant_proposal_abstract,Grant abstract,glm-5.1-or,GLM-5.1,stakeholder_context_fit,17,0.058823529411764705,0.35294117647058826,0.29411764705882354,0.35294117647058826
grant_proposal_abstract,Grant abstract,gpt-5.4-mini-or,GPT-5.4 mini,stakeholder_context_fit,18,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.1111111111111111
grant_proposal_abstract,Grant abstract,kimi-k2.5-or,Kimi K2.5,stakeholder_context_fit,17,0.47058823529411764,0.7058823529411765,0.23529411764705882,0.058823529411764705
grant_proposal_abstract,Grant abstract,mimo-v25-pro-or,MiMo V2.5 Pro,stakeholder_context_fit,17,-0.4117647058823529,0.17647058823529413,0.5882352941176471,0.23529411764705882
grant_proposal_abstract,Grant abstract,qwen3.5-9b-or,Qwen3.5 9B,stakeholder_context_fit,17,-0.23529411764705882,0.35294117647058826,0.5882352941176471,0.058823529411764705
grant_proposal_abstract,Grant abstract,qwen3.6-plus-or,Qwen3.6 Plus,stakeholder_context_fit,17,-0.23529411764705882,0.11764705882352941,0.35294117647058826,0.5294117647058824
incident_postmortem,Incident postmortem,deepseek-v3.2-or,DeepSeek V3.2,action_item_concreteness,18,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.0
incident_postmortem,Incident postmortem,glm-5.1-or,GLM-5.1,action_item_concreteness,17,-0.17647058823529413,0.4117647058823529,0.5882352941176471,0.0
